Name in English,Name in Urdu
Musfir,مسفیر
Mubahil,مباہل
Mathwa,مٹھوا
Meherab,مہراب
Meethaq,میثاق
Muqamil,مقمل
Mahbubur,محبوب
Mouzam,معظم
Mishry,مشری
Moufid,مفید
Mahaboob,محبوب
Munaji,مونجی
Muyassir,معیثیر
Muthib,متعب
Mahroos,مہروز
Mushahir,مشاہیر
Mukhallad,مخلد
Mashhud,مشہود
Mehraab,مہراب
Mahjub,مہجوب
Muzib,مزیب
Mashariq,مشارق
Majhar,مظہر
Muzayyin,مزائین
Muzafer,مظفر
Manaj,مناج
Muqtafi,مکتفی
Musrif,مصرف
Miqdaad,مقداد
Muhyddeen,محدثین
Massin,مسین
Musaraf,مشرف
Mujaheed,مجاہد
Moumin,مومین
Mujaab,مجاب
Musabbih,مصعب
Mimrah,معمرہ
Muttee,موٹی
Mimar,میمار
Mufasir,مفسر
Mushrafeen,مشرفین
Mehaq,مہک
Masun,مسنون
Mahjoob,مہجوب
Maisoor,میسور
Marahi,مراہی
Maamoun,مامون
Mustabsirin,مستبصرین
Mustahfiz,مستحفیظ
Mutawassit,متواسط
Merzan,مرجان
Mokammel,موکامل
Mehjab,مہجب
Mutahhar,مطہر
Mughram,مغرم
Manier,مانیر
Murziq,مرزق
Mumajjad,مماجد
Muktiyar,مکتیار
Mustafizul,مستفیضول
Matahir,مطاہر
Mufaad,مفاد
Maashar,مشر
Majeedan,مجیدن
Maslan,مسلان
Muslihun,مصلحون
Magid,مجد
Mutiur,مطیور
Mazur,مزور
Muhamed,محمد
Mustala,مستلہ
Musarif,مصارف
Musir,مسیر
Muddathir,مدثر
Muqtafeen,مقتدین
Maziar,مزیار
Moyeen,معین
Mukrram,مکرم
Mulatif,لطیف
Mubaris,مبرس
Mirsal,مرسل
Mizhab,میزاب
Musthak,مستک ۔
Muhsinun,محسن
Marzaan,مرزان
Mujamil,مزمل
Mabrouk,مبروک
Mawla,مولا
Muhazzab,محازب
Mutassim,معتصم
Moshaid,موشائد
Mahaasin,مہاسن
Muslihuddin,مصلح الدین
Muinul,معینول
Munshid,منشید
Munshid,منشید
Muslihuddin,مصلح الدین
Mihas,میہاس
Mashriqi,مشرقی
Muhzin,محزن
Moutasam,معتصم
Muhtasab,محتسب
Mudakir,مدقر
Muqtar,مختار
Muntasireen,منتسرین
Mufakkir,مفکر
Meheraz,مہراز
Madarik,مدارک
Muhaisan,محیسن
Munzirun,منذرون
Mawhub,موذوب
Mustali,مستالی
Mushariq,مشارق
Muhaned,محنید
Mukshin,مکشین
Mukram,کریم
Mortoza,مرتضیٰ
Mahud,مہود
Muhtashim,محتشم
Muwwaz,مواز
Mubbashir,مبشر
Mahzoom,محزوم
Meekaal,میکال
Mursili,مرسلی
Maroun,مارون
Maroun,مارون
Muammal,مومل
Moutabir,مطابیر
Mukhbitin,مخبطین
Musid,مسید
Mutad,متاد
Mustafavi,مصطفوی۔
Mazer,ماجر
Mulayim,ملائم
Mushidi,مشیدی
Mounier,مونیر
Mursaa,مرسہ
Mutasadiqin,مصدقین
Mahfouz,محفوظ
Muhassan,محسن
Muazzin,مؤذن
Muhitur,مہیتور
Murghib,مرغیب
Munavar,منور
Mustazi,مستزی
Mesba,میسبا
Muhammadali,محمدالی
Muizzawi,معزوی
Muein,موئن
Mojida,موجیدہ
Mardin,ماردین
Musaddid,مصدّد
Miwaan,میوان
Mahfoud,محفود
Mutabassim,متبسم
Musaddid,مصدّد
Muhsad,محدث
Mustaf,مصحف
Mughithi,مغیٹھی
Mustazhir,مستظیر
Mahsub,محسوب
Moidu,مودو
Muqazi,قاضی
Maheran,مہران
Muhjid,مجاہد
Majdan,مجدان
Muntahin,منتہین
Mukhthar,مختار
Maharoof,معروف
Mujazziz,مجاز
Mirajuddin,معراج الدین
Mujammil,مزمل
Musraf,مشرف
Malic,مالیک
Murtaaz,مرتضیٰ
Muarrifi,معرفی۔
Motabir,موتبیر
Mostafiz,مصطفی
Mummar,معمر
Madih,مدیحہ
Massud,مسعود
Marum,مارم
Muslem,مسلمان
Murtaad,مرتضیٰ
Maseeri,مسیری
Maseeri,مسیری
Mehzid,مہزید
Majir,ماجر
Musalam,السلام علیکم
Mijwad,مجواد
Mukairiman,مکیریمن
Muqinin,مقرن
Mujibi,مجبی
Mushaywir,مشائخ
Mukammil,مکمل
Mawazin,موازن
Murtaja,مرتضیٰ
Mutasaddiqeen,معتصدقین
Mohasin,محسن
Mihyar,میہیار
Moksud,مقصود
Mabah,مباہ
Mushriq,مشرک
Mustahaq,مستحاق
Maasib,مصعب
Muqtaf,مکتف
Mustaaq,مصداق
Muamber,معمبر
Mobarak,مبارک
Muwassil,موصل
Marhub,مرحب
Madkhal,مدخل
Muqthar,مقتدر
Moeneeb,منیب
Moeiz,معیز
Mathnawi,مثنوی
Maloom,مالوم
Moeiz,معیز
Muharrim,محرم
Mulayl,ملال
Miqdar,مقدر
Moujid,موجد
Muttaqoon,متقین
Mafaaz,مفاز
Muzarib,مضاریب
Musharrif,مشرف
Majit,مجیت
Mufiduddin,مفید الدین
Mishraq,مشرک
Musairi,مسائری۔
Muhtadoon,محدثون
Muqarrib,مقرب
Mosarof,موصوف
Mustaqarr,مستقر
Mizwan,میزان
Muminoon,مومنون
Mukadar,مقدر
Muhaffiz,حافظ
Mubhashir,مبشر
Muneim,منیم
Matibur,ماتیبور
Muashir,مُشیر
Moosha,موشہ
Muraat,مرات
Moujib,مجیب
Mahamad,محمد
Mukhlisoon,مخلسون
Moalim,مؤلیم
Mumajjid,مماجد
Muhibbudin,محب الدین
Mawun,ماون
Mutaygab,متیغب
Musallim,مسلمان
Mufarrij,مفرج
Muizzi,موزی
Mojeeb,مجیب
Mauddin,مع الدین
Mawsool,موصول
Maanoos,مانوس
Musaddhiq,مصدق
Mihaad,میہاد
Mashawir,مشاور
Muthab,متعب
Mustatab,مستطاب
Mahier,مہیر
Muhanna,موہنا
Murawwah,مرواہ
Murzaq,مرزاق
Muhyee,موہی
Mubasir,مبصر
Muhamad,محمد
Matalib,متلب
Mukhtari,مختاری
Mouhib,محب
Mohsim,محسم
Musadan,مسادن
Muqtiyar,مقتیار
Mugith,موگیتھ
Mubashshireen,مبشرین
Murur,مرور
Midadi,مدادی
Mehraban,مہربان
Maghayis,ماگھیوں
Malike,ملکے
Mustaqirr,مستقر
Mujahidh,مجاہد
Mawid,موید
Mujiran,مجران
Musthafa,مصطفی
Murdif,مریدیف
Murihan,سہلال
Mujadid,مجدد
Mareer,مریر
Maksood,مقصود
Musliheen,مصلحین
Mazzin,مازن
Meezaan,میزان
Muhaajir,مہاجر
Maqasid,مقاصد
Muidd,معید
Malach,ملاچ
Mujayed,مجید
Muktamil,متکلم
Muharrem,محرم
Muqassam,مقسم
Meharoof,مہروف
Muhtad,محتد
Muheeth,محیط
Muqassam,مقسم
Misrar,مسرار
Muharrem,محرم
Musheeruddin,مشیر الدین
Mahammad,محمد
Muddassar,مدثر
Maeesh,معیش
Mustawi,مستوی
Marqoom,مارکوم
Mujibor,مجیبور
Matyn,متین
Mujazzir,مجذیر
Mouid,معید
Mutamad,معتمد
Moukid,موکید
Murarah,مررہ
Malkiya,مالکیہ
Mohine,موہین
Malhaan,ملہان
Mazid,مزید
Mohaimin,محیمین
Musalim,مسلمان
Madoow,مدو
Muflah,مفلح
Musedi,موسیدی
Murazi,مرازی
Muhyiduddin,محی الدین
Musedi,موسیدی
Muhyiduddin,محی الدین
Muffadal,مفدل
Mustaieen,مستعین
Muhseen,محسن
Muddsar,مدثر
Muawwad,معاواد
Moujab,موجاب
Musjil,مسجل
Muhtadun,محدثین
Mustarshid,مسترشید
Meherzad,مہرزاد
Moustafa,مصطفی
Moumir,معمر
Mutaqun,متقن
Maskun,مسکن
Mustaghfirin,مستغفیرین
Maashir,ماہر
Maamuri,ماموری
Miftahuddin,مفتاح الدین
Muraishid,مرشد
Mujjeeb,مجیب
Mizhar,مظہر
Masduq,مصدق
Marr,مارر
Mubayyin,مبین
Mutmaenin,متمنین
Muniym,منیم
Mufizuddin,مفضل الدین
Mukrameen,مکرمین
Murtadee,مرتدی
Muktaf,مکتف
Mastoori,مستوری
Marzat,مرزات
Mabarak,مبارک
Muaddil,معدل
Mosah,موسیٰ
Muntasaf,منتصف
Mustamsik,مستمسک
Muhiuddin,محی الدین
Mosaddeq,مصدق
Mufazzil,مفضل
Mutahhiran,مطہرین
Maazir,معزیر
Mujahidun,مجاہدین
Muarrif,معرف
Mashaariq,مشارق
Mahamud,محمود
Murzi,مرزی
Mutawasit,متواسط
Mohseen,محسن
Mustaslimun,مسلمین
Mukthar,مختار
Marjik,مرجک
Maraqab,مراقب
Malbin,مالبن
Mashahid,مشاہد
Mazyn,مازن
Moutamid,معتمد
Mezan,میزان
Moutamid,معتمد
Muwafa,مفعولہ
Mahamed,محمد
Manshur,منشور
Mailik,میلک
Mutmaen,مطمین
Murtadaa,مرتضیٰ
Maazur,معزور
Murshadi,مرشدی
Maqdoom,مخدوم
Mutair,مطیر
Musthaq,مشتاق
Murfiq,سویہیل
Masheedi,مشیدی
Makael,مکیل
Mohamud,محمد
Mekka,مکہ
Mirwaf,میرواف
Mehbub,محبوب
Masbat,مسبت
Mushrraf,مشرف
Murahiban,مراحبان
Mubashshir,مبشر
Mawdood,مودود
Mubdee,مبڈی
Maaruf,معروف
Muneebeen,منیبین
Moizz,موئز
Mohmad,محمد
Mustaghfireen,مستغفرین
Munibin,منبین
Majeedi,مجیدی
Moubarak,مبارک
Mubarek,مبارک
Mubajjal,مبجل
Mahmed,محمد
Mahsum,ماہم
Mubasshar,مبشر
Moukhtar,مختار
Mulaisen,ملائیسن
Mukafih,مکافحہ
Marqum,مارکوم
Manshoor,منصور
Mensur,مینسور
Moslem,مسلمان
Mushtaqeem,مشتاقیم
Mujeedan,مجیدان
Mustafo,مصطفی
Muraih,مریح
Mizhir,مظہر
Micronesia,مائیکرونیشیا
Mohaideen,محی الدین
Mynuddiin,من الدین
Mehabub,محبوب
Mahmudunnabi,محمودنبی
Mooqineen,موقین
Maqbuli,مقبلی۔
Muflihi,مفلحی
Moutadil,معتدل
Mueinuddin,معین الدین
Muazzid,موزید
Maamour,معمور
Maalih,ملیح
Muhamadi,محمدی
Mazahar,مظہر
Mimum,ممم
Mamum,ماموں
Moemen,مومین
Mubdir,مبدیر
Mahamudul,محمودال
Muhayr,محیر
Musheerulislam,مشیرالاسلام
Mukeeb,مکیب
Mughamir,مغامیر
Muwaqqa,موقعہ
Muhawwin,محوّن
Muzahiruddin,مظاہر الدین
Mundhiroon,منڈھیرون
Mufallah,مفضل
Maayush,مایوش
Mazkoor,مزکور
Mahammed,محمد
Mujjamil,مجمل
Maluf,ملف
Muqla,مقلہ
Maash,ماش
Maakuf,ماکوف
Mehthab,مہتاب
Mellan,میلان
Maqaam,مقام
Mustabshir,مستبشیر
Majzub,مجذوب
Murashih,مراشی
Maqaam,مقام
Mateer,میٹیر
Muhajjad,مجاہد
Mahbubullah,محبوب اللہ
Mirsaad,میرساد
Musaddaq,مصدق
Marshin,مارشین
Mughtin,مغٹن
Muaddal,معدل
Maarufi,معروفی
Mubarr,مبارک
Muhafaz,محافظ
Mansooruddin,منصور الدین
Muayish,معیش
Marout,ماروت
Mauhoob,محب
Mirsaab,میرصاحب
Mutiul,متیول
Muhazab,محازب
Muzhi,موزی
Muawwadh,معاوذ
Makrimi,مکرمی
Mooaz,معز
Mutaqid,متقی
Mandhur,مینڈھور
Muhmmed,محمد
Mizanoor,میزانور
Maleekah,ملیقہ
Marhabaa,مرحبہ
Mansoorah,منصورہ
Mushtaque,مشتاق
Murtahanullah,مرتضیٰ اللہ
Mutamakan,متمکن
Mueidi,معیدی
Mubarack,مبارک
Meeaad,میعد
Maysoor,میسور
Mushawir,مشاور
Mahbur,محبور
Mishdad,مشداد
Muntasirin,منتصرین
Musthfa,مصحف
Maqadar,مقدر
Muazzir,معزیر
Metan,میٹن
Mahboub,محبوب
Mukhlisun,مخلسون
Mohiden,موہیدن
Mamdood,ممدود
Midraar,مدرار
Maazuz,معزوز
Muzaffir,مظفر
Mawsil,موسل
Maknoonah,مکنونہ
Musaffaa,مصافحہ
Mehdy,مہدی
Moweid,موید
Moweid,موید
Moutaq,معتق
Mosharrof,مشرف
Muzaffir,مظفر
Mamshooq,ممشوق
Mazafar,مظفر
Metab,میٹاب
Mairanay,میرانے
Moinudheen,معین الدین
Makrur,مکرور
Mawdud,مودود
Mahoma,مہوما۔
Murtaqi,مرتقی
Meeraath,میراتھ
Mehmud,محمود
Malouf,ملوف
Mikayeel,میکائیل
Musharrafuddin,مشرف الدین
Mubasheer,مبشر
Muhazzim,محزم
Mubsiroon,مبصرون
Mateeri,مٹیری
Mushakhis,مشائخ
Mukhallis,مخالیس
Marwaan,مروان
Mamdu,ممدو
Mehedy,مہدی
Muwaffiq,موفق
Muhanned,محنّد
Maqdum,مقدم
Mujahidoon,مجاہدین
Muaawin,معاوین
Midaad,میداد
Muhanned,محنّد
Markooz,مارکوز
Mubaraq,مبارک
Muhitt,مہیت
Mohshin,رفیق
Mesud,میسود
Mijdad,مجدد
Mouhamadou,محمدو
Mirzah,مرزا
Mudhakkir,مدثر
Mohsheen,محسن
Masoode,مسعود
Moinuddawlah,معین الدولہ
Musaaid,مسید
Mutakaffil,متکفل
Mundhireen,مندھیرین
Musrraf,مشرف
Muhiyuddin,محی الدین
Mussaraf,مشرف
Maaliq,مالک
Moutazim,معتصم
Mahebub,مہیب
Muhabbib,محبّ
Muaddini,معدنی
Murtazi,مرتضی
Mejad,میجد
Murtah,مرتہ
Mushhid,مشہد
Muradden,مرادن
Muhiyuddin,محی الدین
Mahbob,محبوب
Matteen,متین
Mouminun,مومنون
Mehmaaz,مہماز
Mezaan,میزان
Maymum,میمم
Mansure,مانسور
Mahfoodh,محفود
Mutailib,متلیب
Marbuh,ماربوہ
Mahfujur,محفوظ
Murthaz,مرتضیٰ
Moutamad,معتمد
Malieq,ملیق
Mohammud,محمد
Mamshuq,ممشوق
Masajid,مسجد
Mustakarim,مستکرم
Mutmainneen,متمنین
Marzuqullah,مرزوق اللہ
Maatuq,معطوق
Mansuruddin,منصور الدین
Muizzuddawlah,معیزالدولہ
Mouhamad,محمد
Musarrath,مسرت
Mhamad,محمد
Mirfiq,میرفق
Moddib,موڈیب
Mazall,مزال
Miqsam,مقسم
Mouneer,مونیر
Mahshooq,مہشوق
Mahetaab,مہتاب
Maooni,ماونی
Mustatar,مستطار
Moinuddeen,معین الدین
Mirzaq,مرزاقا
Moinudeen,معین الدین
Moharram,محرم
Mawfoud,معفود
Mohhmad,محمد
Mahfoozh,محفوظ
Moutaaz,معتز
Musteqeem,مستقیم
Mahitap,مہیتاپ
Mimraah,معمرہ
Marashid,مرشد
Mouhammed,محمد
Mawaazeen,معاذین
Marshud,مرشد
Mustaak,مستک
Masaabih,مصابیح
Moossa,موسیٰ
Mawjud,موجود
Majheed,مجید
Muawini,معاوینی
Moinudin,معین الدین
Maqdur,مقدور
Masadiq,مصدق
Mujahied,مجاہد
Muhazimm,محظم
Muzzammi,مزمی
Makrem,مکرم
Moinudin,معین الدین
Miteb,مطیب
Mushriqi,مشرقی
Marzuqi,مرزوقی
Mustabsireen,مستبصرین
Musbih,مصباح
Majjad,ماجد
Miqdaar,مقدر
Mamdoh,ممدوح
Murtawi,مرتضوی
Maifuj,مایفوج
Mawhab,مواحب
Mietaf,میطاف
Mehatab,مہتاب
Mounif,منیف
Mustaltaf,مصطفی
Muqatadir,مقتدر
Mahsar,مہسر
Maseehuzzaman,مسیح الزمان
Muzahhi,مزاحی۔
Mohmood,محمود
Mahmod,محمود
Mohommad,محمد
Mamdou,ممدو
Mahmod,محمود
Manshid,منشید
Mafakhir,مفخر
Moutaqid,معتقد
Mouhamed,محمد
Mushthak,مشتاق
Marzug,مرزگ
Manzhar,منظر
Maliek,ملک
Mogisur,موگیسور
Mihammad,محمد
Moutaqad,معتقد
Mawhoob,محب
Mijwaad,مجواد
Moutiq,معتق
Mohhamad,محمد
Muinuddawlah,معین الدولہ
Murtahinullah,مرتضیٰن اللہ
Maynuddin,معین الدین
Muhdee,محدث
Makarram,مکرم
Mieshar,میشر
Mahzuuz,محزوز
Maqtaza,مقتضیٰ
Marduf,مردوف
Mubsirun,مبصرون
Misbaharuddin,مصباح الدین
Manzoorali,منظورعلی
Mowlana,مولانا
Moinulislam,معین الاسلام
Manteshar,منتیشر
Mawhad,معاذ
Mirghad,میرگد
Mishhal,مشعل
Mirshadi,میرشادی۔
Majied,مجید
Moydul,معیدول
Mahafuzur,مہافضور
Muzzaffer,مظفر
Maleekan,ملیکان
Marshudi,مرشودی
Mahmmad,محمد
Marufirah,مروفیرہ
Maloofud,مالوفود
Muameer,معمر
Mahefuz,محذوف
Mohmmed,محمد
Mibsaam,مصباح
Misbaq,مصباح
Masaabeeh,مسابیح
Manzhoor,منظور
Makramullah,مکرم اللہ
Mohomad,محمد
Mehrbaan,مہربان
Mardhaat,مردہت
Majjadin,مجددین
Meddar,میڈر
Mostaffa,مصطفیٰ
Murtzha,مرتضیٰ
Mithaaq,میثاق
Mawthuq,معتق
Mohmed,محمد
Mohammd,محمد
Mahemood,محمود
Muhsinoon,محسن
Mehamood,محمود
Mohammeed,محمد
Mohommed,محمد
Mustaslimoon,المسلمون
Mohisin,محسن
Mahafuz,محفوظ
Marghab,مرغاب
Mietawi,جیمل
Meelaad,میلاد
Maqusood,مقصود
Malkior,ملکور
Mazhur,مظہر
Mohamoud,محمد
Mubarrik,مبارک
Muhamud,محمد
Maraheeb,نول
Maloofuddin,مالوف الدین
Manaazil,منازل
Malmus,مالمس
Mohiudin,محی الدین
Makbool,مکبول
Mohomed,محمد
Mardheei,مردھی
Maloofulislam,ملفوظات اسلام
